Kinases (NCBI_Gene_symbol),Entrez Gene_ID (Kinase),description,type_of_gene,map_location, Substrate (NCBI_Gene_symbol),Entrez Gene_ID (Substrate),description,type_of_gene,map_location
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CBY1,25776,chibby homolog 1 (Drosophila),protein-coding,22q12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RBM17,84991,RNA binding motif protein 17,protein-coding,10p15.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CRAT,1384,carnitine O-acetyltransferase,protein-coding,9q34.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,AGAP2,116986,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",protein-coding,12q14.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ANKRD2,26287,ankyrin repeat domain 2 (stretch responsive muscle),protein-coding,10q23
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CTTN,2017,cortactin,protein-coding,11q13
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,GADD45A,1647,"growth arrest and DNA-damage-inducible, alpha",protein-coding,1p31.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PHF20,51230,PHD finger protein 20,protein-coding,20q11.22-q11.23
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PRMT1,3276,protein arginine methyltransferase 1,protein-coding,19q13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MAP3K5,4217,mitogen-activated protein kinase kinase kinase 5,protein-coding,6q22.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SLC9A1,6548,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1",protein-coding,1p36.1-p35
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CBL,867,"Cbl proto-oncogene, E3 ubiquitin protein ligase",protein-coding,11q23.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,BCL11A,53335,B-cell CLL/lymphoma 11A (zinc finger protein),protein-coding,2p16.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,HSPB1,3315,heat shock 27kDa protein 1,protein-coding,7q11.23
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,NRIP2,83714,nuclear receptor interacting protein 2,protein-coding,12p13.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MLX,6945,"MLX, MAX dimerization protein",protein-coding,17q21.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ACAP1,9744,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",protein-coding,17p13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RUNX1T1,862,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",protein-coding,8q22
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FGFR1OP,11116,FGFR1 oncogene partner,protein-coding,6q27
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SH3RF1,57630,SH3 domain containing ring finger 1,protein-coding,4q32.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,GTF2E1,2960,"general transcription factor IIE, polypeptide 1, alpha 56kDa",protein-coding,3q21-q24
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MED28,80306,mediator complex subunit 28,protein-coding,4p16
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CASP9,842,"caspase 9, apoptosis-related cysteine peptidase",protein-coding,1p36.21
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,YBX1,4904,Y box binding protein 1,protein-coding,1p34
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,GATA1,2623,GATA binding protein 1 (globin transcription factor 1),protein-coding,Xp11.23
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PPP1R13L,10848,"protein phosphatase 1, regulatory subunit 13 like",protein-coding,19q13.32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ARFGAP2,84364,ADP-ribosylation factor GTPase activating protein 2,protein-coding,11p11.2-p11.12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ADRB2,154,"adrenoceptor beta 2, surface",protein-coding,5q31-q32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FANCA,2175,"Fanconi anemia, complementation group A",protein-coding,16q24.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,STK3,6788,serine/threonine kinase 3,protein-coding,8q22.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PTPN1,5770,"protein tyrosine phosphatase, non-receptor type 1",protein-coding,20q13.1-q13.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SNIP1,79753,Smad nuclear interacting protein 1,protein-coding,1p34.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RICTOR,253260,"RPTOR independent companion of MTOR, complex 2",protein-coding,5p13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TEAD1,7003,TEA domain family member 1 (SV40 transcriptional enhancer factor),protein-coding,11p15.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,IRS1,3667,insulin receptor substrate 1,protein-coding,2q36
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,S1PR1,1901,sphingosine-1-phosphate receptor 1,protein-coding,1p21
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MAPK1,5594,mitogen-activated protein kinase 1,protein-coding,22q11.21
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TRAT1,50852,T cell receptor associated transmembrane adaptor 1,protein-coding,3q13
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MDM2,4193,"MDM2 oncogene, E3 ubiquitin protein ligase",protein-coding,12q14.3-q15
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SLX4,84464,SLX4 structure-specific endonuclease subunit,protein-coding,16p13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,EZH2,2146,enhancer of zeste homolog 2 (Drosophila),protein-coding,7q35-q36
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SRSF1,6426,serine/arginine-rich splicing factor 1,protein-coding,17q22
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,NDRG2,57447,NDRG family member 2,protein-coding,14q11.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,STK4,6789,serine/threonine kinase 4,protein-coding,20q11.2-q13.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RGCC,28984,regulator of cell cycle,protein-coding,13q14.11
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,NCOA4,8031,nuclear receptor coactivator 4,protein-coding,10q11.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,HNRNPA1,3178,heterogeneous nuclear ribonucleoprotein A1,protein-coding,12q13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FOXG1,2290,forkhead box G1,protein-coding,14q13
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,GSK3B,2932,glycogen synthase kinase 3 beta,protein-coding,3q13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CTNNB1,1499,"catenin (cadherin-associated protein), beta 1, 88kDa",protein-coding,3p21
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,LUC7L2,51631,LUC7-like 2 (S. cerevisiae),protein-coding,7q34
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FOXN3,1112,forkhead box N3,protein-coding,14q31.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MST1R,4486,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),protein-coding,3p21.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ABI2,10152,abl-interactor 2,protein-coding,2q33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PRKCD,5580,"protein kinase C, delta",protein-coding,3p21.31
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PINX1,54984,"PIN2/TERF1 interacting, telomerase inhibitor 1",protein-coding,8p23
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,STAT6,6778,"signal transducer and activator of transcription 6, interleukin-4 induced",protein-coding,12q13
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FGR,2268,Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog,protein-coding,1p36.2-p36.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,OTUD7B,56957,OTU domain containing 7B,protein-coding,1q21.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ACAP2,23527,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",protein-coding,3q29
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,WDR45B,56270,WD repeat domain 45B,protein-coding,17q25.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,HTRA2,27429,HtrA serine peptidase 2,protein-coding,2p12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CD99L2,83692,CD99 molecule-like 2,protein-coding,Xq28
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FOXA2,3170,forkhead box A2,protein-coding,20p11
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CFLAR,8837,CASP8 and FADD-like apoptosis regulator,protein-coding,2q33-q34
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,YWHAZ,7534,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",protein-coding,8q23.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PRKACA,5566,"protein kinase, cAMP-dependent, catalytic, alpha",protein-coding,19p13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MEF2C,4208,myocyte enhancer factor 2C,protein-coding,5q14
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,HNRNPK,3190,heterogeneous nuclear ribonucleoprotein K,protein-coding,9q21.32-q21.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,AKT1S1,84335,AKT1 substrate 1 (proline-rich),protein-coding,19q13.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TAL1,6886,T-cell acute lymphocytic leukemia 1,protein-coding,1p32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SMYD2,56950,SET and MYND domain containing 2,protein-coding,1q32.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,NEUROD1,4760,neuronal differentiation 1,protein-coding,2q32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,AVEN,57099,"apoptosis, caspase activation inhibitor",protein-coding,15q13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,KCNH2,3757,"potassium voltage-gated channel, subfamily H (eag-related), member 2",protein-coding,7q36.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,IRAK1,3654,interleukin-1 receptor-associated kinase 1,protein-coding,Xq28
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,KHSRP,8570,KH-type splicing regulatory protein,protein-coding,19p13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ZRANB2,9406,"zinc finger, RAN-binding domain containing 2",protein-coding,1p31
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SNRNP70,6625,small nuclear ribonucleoprotein 70kDa (U1),protein-coding,19q13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,KLHL25,64410,kelch-like family member 25,protein-coding,15q25.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CFL2,1073,cofilin 2 (muscle),protein-coding,14q12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ESR1,2099,estrogen receptor 1,protein-coding,6q25.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,VIM,7431,vimentin,protein-coding,10p13
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TTC3,7267,tetratricopeptide repeat domain 3,protein-coding,21q22.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,HJURP,55355,Holliday junction recognition protein,protein-coding,2q37.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RPS3,6188,ribosomal protein S3,protein-coding,11q13.3-q13.5
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,WEE1,7465,WEE1 homolog (S. pombe),protein-coding,11p15.3-p15.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,WNK1,65125,WNK lysine deficient protein kinase 1,protein-coding,12p13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MXD1,4084,MAX dimerization protein 1,protein-coding,2p13-p12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CDKN1B,1027,"cyclin-dependent kinase inhibitor 1B (p27, Kip1)",protein-coding,12p13.1-p12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,THRA,7067,"thyroid hormone receptor, alpha",protein-coding,17q11.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SP140L,93349,SP140 nuclear body protein-like,protein-coding,2q37.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PHLDA2,7262,"pleckstrin homology-like domain, family A, member 2",protein-coding,11p15.4
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,NOS3,4846,nitric oxide synthase 3 (endothelial cell),protein-coding,7q36
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,GTF2B,2959,general transcription factor IIB,protein-coding,1p22-p21
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FIP1L1,81608,factor interacting with PAPOLA and CPSF1,protein-coding,4q12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RXRA,6256,"retinoid X receptor, alpha",protein-coding,9q34.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,DNAJB2,3300,"DnaJ (Hsp40) homolog, subfamily B, member 2",protein-coding,2q32-q34
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,UTP18,51096,UTP18 small subunit (SSU) processome component homolog (yeast),protein-coding,17q21.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CELF1,10658,"CUGBP, Elav-like family member 1",protein-coding,11p11
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TERT,7015,telomerase reverse transcriptase,protein-coding,5p15.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CLK2,1196,CDC-like kinase 2,protein-coding,1q21
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,RNF11,26994,ring finger protein 11,protein-coding,1p32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CHUK,1147,conserved helix-loop-helix ubiquitous kinase,protein-coding,10q24-q25
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ALYREF,10189,Aly/REF export factor,protein-coding,17q25.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MAP2K4,6416,mitogen-activated protein kinase kinase 4,protein-coding,17p12
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CDK2AP1,8099,cyclin-dependent kinase 2 associated protein 1,protein-coding,12q24.31
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,MOK,5891,MOK protein kinase,protein-coding,14q32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ZYX,7791,zyxin,protein-coding,7q32
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TSN,7247,translin,protein-coding,2q21.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,NUP133,55746,nucleoporin 133kDa,protein-coding,1q42.13
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,TSC2,7249,tuberous sclerosis 2,protein-coding,16p13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,VCP,7415,valosin containing protein,protein-coding,9p13.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,GATA2,2624,GATA binding protein 2,protein-coding,3q21.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CDKN1A,1026,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",protein-coding,6p21.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,FOXO4,4303,forkhead box O4,protein-coding,Xq13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,EPHA2,1969,EPH receptor A2,protein-coding,1p36
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,HIRIP3,8479,HIRA interacting protein 3,protein-coding,16p11.2
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,SYNJ2,8871,synaptojanin 2,protein-coding,6q25.3
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,ARFIP2,23647,ADP-ribosylation factor interacting protein 2,protein-coding,11p15
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,BRAF,673,v-raf murine sarcoma viral oncogene homolog B1,protein-coding,7q34
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CCT2,10576,"chaperonin containing TCP1, subunit 2 (beta)",protein-coding,12q15
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,PLEKHA4,57664,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4",protein-coding,19q13.33
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CSRP3,8048,cysteine and glycine-rich protein 3 (cardiac LIM protein),protein-coding,11p15.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,BAD,572,BCL2-associated agonist of cell death,protein-coding,11q13.1
AKT1,207,v-akt murine thymoma viral oncogene homolog 1,protein-coding,14q32.32,CCDC88A,55704,coiled-coil domain containing 88A,protein-coding,2p16.1
