Approved	Alias
RUNX1T1	ETO
ZNF557	ZNF557
RARS1	RARS
RN7SKP47	RN7SKP47
DANT2	DANT2
CNNM2	ACDP2
MPZL1	MPZL1
PGBD3P3	PGBD3P3
GRIA2	GRIA2
HNRNPCL1	HNRNPCL1
RPS11P5	RPS11P5
KIAA1257	KIAA1257
GLC2A	GLC2A
RELT	RELT
NAE1	APPBP1
PQBP1	PQBP1
PHC3	FLJ12967
RNA5SP404	RNA5SP404
GJB1	CMTX1
FTH1P7	FTHL7
AUTS2	AUTS2
WDCP	WDCP
MIR4276	MIR4276
RPS27	RPS27
NBEAP4	NBEAP4
ZFHX2	ZFH5
CWC27	SDCCAG10
GZMM	MET1
CDY3P	CDY3P
ZSCAN16AS1	ZSCAN16AS1
LYN	JTK8
RSRC2	FLJ11021
SNORD16	SNORD16
CCL22	STCP1
NAIF1	DKFZP762G199
FOXD4L1	FOXD4L1
LRP6	ADCAD2
CBLN4	DJ885A10.1
SYNRG	SYNRG
MYMK	TMEM226
TPRKB	CGI121
MALSU1	MTRSFA
LTB4R	G3V244
UNC50	UNCL
SPAG6	PF16
SESTD1	SESD1
MIR302B	MIR302B
HLADPA3	HLADPA3
RALGAPA2	RAPGAPALPHA2
RPS29	RPS29
BNIP3	NIP3
STARD13	GT650
TRBJ23	TRBJ23
HADH	HADH1
SKIV2L	SKI2W
MRPL43	MRPL43
TUT1	TENT1
WASH8P	WASH8P
RPL31P53	RPL31P53
RABEPK	RABEK
PPP2R2C	IMYPNO
MIR1242	MIR1242
SENP8	SENP8
PABPN1	PABP2
WDPCP	C2ORF86
CRTAC1	CRTAC1
DYNC2LI1	CGI60
ZKSCAN5	ZSCAN37
TRKTTT35	TRKTTT35
NUP205	NUP205
RPS18P14	RPS18P14
SORBS1	SRBS1
LINC01391	LINC01391
PEA15	PEA15
PDE4DIP	PDE4DIP
MZT2B	MZT2B
MTTER	MTTER
MAN1B1	ERMANI
RPL10P16	RPL10P16
TRNGTT131	TRNAASNGTT131
TRIM36	RNF98
FCRL3	SPAP2E
NLRP9P1	NLRP9P1
MARCHF7	AXOT
FBXO36	FBX36
VPS4A	VPS4
TAS2R39	TAS2R39
TRCGCA23	TRNACYSGCA23
PSMD5	S5B
TCAM1P	TCAM1
CTDSP1	NLIIF
PIRC62	PIRC62
LARP4	LARP4
CNOT7P2	CNOT7P2
TEDC1	TEDC1
MIR4284	HSAMIR4284
TRETTC31	TRETTC31
ASCC3	ASCC3
TCEAL7	WEX5
CDK5RAP3	C53
ENO1IT1	ENO1IT1
RHOAIT1	RHOAIT1
TRVCAC101	TRVCAC101
SRSF10	SRSF10
THRA	THRA1
RNA5SP282	RNA5SP282
NEAT1	TNCRNA
MICOS13	P117
TRIM32	LGMD2H
APOBEC3G	BK150C2.7
PRSS38	MPN2
RN7SL575P	RN7SL575P
PPBP	CXCL7
OPN3	ECPN
JAKMIP2AS1	JAKMIP2AS1
PRB4	PRB4
DGAT1	DGAT1
IGHVIII44	IGHV(III)44
KRT19	MGC15366
MTND4P28	MTND4P28
GOLGA6L10	GG6LA
ACTG1P24	ACTG1P24
TRAK2	GRIF1
THRA	ERBA
FRA6D	FRA6D
GVQW1	TIGD1L2
MIR23B	MIRN23B
FCAMR	FCA/MR
RPL21P62	RPL21P62
MED28P2	MED28P2
ZNF561AS1	ZNF561AS1
ACSM6	C10ORF129
RASGRP2	RASGRP2
RPL9P32	RPL9P32
HNRNPR	HNRPR
COL25A1DT	ZCCHC23
DNAAF4	CILD25
MIR4290	HSAMIR4290
DYNC2H1	DNCH2
PPP1R14A	CPI17
VPS54	PPP1R164
SRSF5	SRSF5
ERICD	ERICD
MIR6797	HSAMIR6797
MARCHF1	MARCHF1
SDR39U1	D39U1
MIR18A	HSAMIR18
C3ORF85	FLJ22763
FAM180A	FAM180A
FAM200B	F200B
DTD2	C14ORF126
CDK2AP1	ST19
LINC00327	LINC00327
ANOS1	KALM
APEX1	REF1
OR2Q1P	OR72
FAT3	KIAA1989
ASAH1	FLJ21558
VEZF1	DB1
ATP6V0A2	J6B7
KCNJ14	KCNJ14
HMGN1P14	HMGN1P14
ABTB2	ABTB2A
RPL31P62	RPL31P62
SCN11A	SCNBA
FSHMD1A	FSHD
OR10C1	HS6M117
KCNK10	KCNK10
IBD4	IBD4
MIR1298	MIRN1298
FAM98C	FA98C
DNAJC13	KIAA0678
PLLP	PLLP
RPL7P49	RPL7P49
ZNF155	PHZ96
FOXN3P1	FOXN3P1
TMEFF2	TEFF2
MIR761	HSAMIR761
YY1P2	YY1P2
MMP7	MMP7
MIR454	MIRN454
ZNF81	MRX45
NAGLU	NAGLU
DCXR	KIDCR
SP4	MGC130008
CYP2C19	CYP2C
NXPE1	FAM55A
OR52E1	OR52E1P
WFDC10A	WF10A
HSPA14	HSP70L1
ZNF540	ZN540
GAGE12I	GAGE12I
SCGB1D5P	SCGB1D5P
PPP1R12AAS1	PPP1R12AAS1
FABP5P4	FABP5P4
DLGAP2	DLGAP2
DUSP1	DUSP1
OGFRP1	OGFRP1
CES2	EST2
CDK9	C2K
IPO4	FLJ23338
RHOJ	RHOJ
METTL21C	MT21C
CXXC1	HST2645
CMC4	P8MTCP1
ZNF534	ZNF534
LAMB3	LAMNB1
DUOXA2	DUOXA2
TRIM67	TRIM67
TRNAU1AP	TRSPAP1
FBXO17	M0QYV7
EPHB3	EPHB3
CYP2C56P	CYP2CSE1[7]
KRT31	KRTHA1
LRMP	JAW1
NPSR1AS1	IMAGE:4827585
SLC30A9	SLC30A9
ATP8B1	BRIC
NT5E	EN
RHBDL1	RHBDL1
RAPGEFL1	RPGFL
PPP3CC	PPP3CC
ANKRD24	ANKRD24
SND1IT1	C7ORF54
HOTAIR	NCRNA00072
SLC16A13	SLC16A13
FOS	CFOS
MIR505	MIR505
AQP4	MIWC
SNX30	ATG24A
SATB2	SATB2
FAM13A	ARHGAP48
TP63	P51
RABAC1	PRA1
MYOCOS	MYCOS
LINC01005	LINC01005
TRIM36	TRI36
PYY	PYY
RAD17	RAD17SP
TNFAIP6	TSG6
MIR33A	MIRN33A
RN7SL492P	RN7SL492P
ATP12A	ATP12A
RIDA	RIDA
TMIGD2	TMIG2
RBM3	IS1RNPL
SCN4B	SCN4B
RNA5SP30	RN5S30
PRPSAP1	PRPSAP1
TXNDC8	BA427L11.2
EDDM3A	FAM12A
TMEM94	KIAA0195
MACROD1	LRP16
GLC1K	JOAG3
TSPY6P	TSPYP6
SLC39A4	S39A4
BVR1	BVR1
TSPAN33	TSPAN33
HOXA11	HOX1
PSMA7	PSMA7
TFAMP2	TFAMP2
CABLES1	CABL1
ATCAY	ATCAY
CADPS	UNC31
KCNJ10	KIR1.2
EXOSC7	P8
RDH12	RP53
TPRG1	FLJ43694
CD109	FLJ38569
IMMT	MIC60
KIF4CP	KIF4P1
ATP6V1G1	ATP6V1G1
GRIK3	GRIK3
HSPD1P11	HSPD1P11
ADH5	FDH
FAM131A	FAM131A
LINC00305	LINC00305
ARHGAP26	ARHGAP26
ZBTB7B	ZNF857B
S100A8	S100A8
MLLT3	MLLT3
MBD1	CXXC3
PROM1	MCDR2
DEFB114	DB114
MIR20A	HSAMIR20
NADK	FLJ13052
STXBP4	STXB4
OR5AN1	OR5AN1
NGDN	NGD
RCC2P8	RCC2P8
SNRNP70	SNP1
RPL13AP8	RPL13AP8
TMEM101	MGC4251
WFDC11	WFDC11
COMMD3	BUP
RPS27P2	HST16324
PRPH2	CACD2
HMGB1P6	HMGB1L6
MIR1178	MIRN1178
CC2D1A	CC2D1A
ATAT1	ATAT1
IGHV44	IGHV44
RNU483P	RNU483P
PPARG	PPARGAMMA
ATP6V1G1	VATG1
KIAA0895	K0895
IGSF21	IGS21
TAF15	TAF15
NANP	C20ORF147
NUGGC	HMFN0672
R3HCC1L	C10ORF28
TMEM176B	LR8
BTN3A1	BTN3A1
MRPL35P1	MRPL35P1
FHL1	FHL1B
AK9	KAD9
ZNF641	ZNF641
RPL28P3	RPL28P3
SLC16A9	MCT9
ELOVL2	ELOV2
DST	FLJ21489
HAUS7	UCHL5IP
SLC9A4	SLC9A4
ADGRG3	AGRG3
UNC13C	UN13C
SDE2	C1ORF55
C2ORF66	C2ORF66
IAPP	IAPP
NTSR2	NTSR2
C5ORF63	C5ORF63
KBTBD8	KBTBD8
SCN3A	SCN3A
CCDC7	C10ORF68
RAB40AL	RLGP
RPSAP1	LAMR1P1
LINC02861	RP11462G12.2
ABCC8	TNDM2
H2BC14	H2B1M
TNXA	TNXA
FAP	SEPR
MED15P8	MED15P8
EML2	ELP70
UBL5P1	UBL5P1
FAAH2	AMDD
TMSB4Y	TB4Y
ATP6V0E2	ATP6V0E2
RBBP8	RBBP8
MBNL1	KIAA0428
GJA3	CZP3
ZNF736P5Y	ZNF736P5Y
IMPDH1	IMPDH1
LYN	LYN
PAG1	PAG
PCBP3	PCBP3
UBL4A	GET5
RPL5P17	RPL5P17
PLAG1	PLAG1
KRTAP54	KRTAP5.4
DHFR2	DYR2
TBC1D8	HBLP1
CLPTM1	CLPTM1
RPSAP17	RPSAP17
FTH1P13	FTH1P13
WDFY3	ALFY
GRM1	PPP1R85
BRAFP1	BRAFPS2
RPL21P35	RPL21P35
AMYP1	AMYP1
TRPC6	TRP6
KRTAP97	KRTAP9L1
SDR42E1P2	SDR42E1P2
DGKB	KIAA0718
ATXN2	ATX2
STX5	STX5A
NFE2L1	LCRF1
RN7SL215P	RN7SL215P
FAM92A	FAM92A1
HLADQB1	CELIAC1
EMC1	KIAA0090
NFRKB	INO80G
TTC13	FLJ22584
ATG14	KIAA0831
C1GALT1C1	C1GALT1C1
CFAP58DT	CFAP58AS1
CIRBP	CIRP
TRRCCG13	TRNAR19
H2BC17	H2B/N
DCUN1D3	DCNL3
GLT1D1	FLJ31978
ARL11	ARLTS1
RNA5SP33	RNA5SP33
PARN	DAN
C9ORF147	BA32M23.3
LINC02356	LINC02356
ELOA	SIII
MIR652	HSAMIR652
RNU774P	U7.74
TSPAN16	TSN16
ATRX	JMS
HMGB4	HMGB4
ZKSCAN2	FLJ23199
OR1I1	OR1I1Q
KRT18P49	KRT18P49
COMMD1	MURR1
MIR578	MIR578
MIR95	MIR95
SETD5	FLJ10707
PRMT3	PRMT3
TRATGC71	TRNAALATGC71
MDGA2	MAMDC1
ZBTB8OS	ZBTB8OS
HPYR1	HPYR1
GGT2	GGT2
CBX1P4	CBX1P4
CCT3	CCT3
RNU6992P	RNU6992P
MMRN2	ENDOGLYX1
PRPF40A	HYPA
DOCK8	DOCK8
LRIT1	FIGLER9
MTCO1P21	MTCO1P21
LCORL	LCORL
PTCH2	PTCH2
TP63	P73H
RPL7P41	RPL7P41
SNORD130	SNORD130
ALG12	ALG12
PTPRO	NPHS6
MIR6511B1	MIR6511B1
SACS	DKFZP686B15167
DCUN1D1	SCCRO
MIR320D1	MIRN320D1
MIR4640	HSAMIR4640
MAGEB4	MAGB4
MYO16AS1	MYO16AS1
IGKV133	O18
ZNF143	ZN143
ERC2	ELKSL
XAGE2	CT12.2
TRATGC41	TRATGC41
DGCR	DGCR
SLC22A2	S22A2
SPACA6	LINC00085
NUAK2	SNARK
LINC02382	LINC02382
OGFOD3	FLJ22222
PACS1	PACS1
RNA5SP417	RN5S417
NKX21AS1	NKX21AS1
RPS28P7	RPS28P7
OR4H12P	OR4H12
ANKRD52	ANR52
NT5DC1	DJ486I3.1
ZNF454	ZNF454
CD40LG	CD40LG
MIR448	MIRN448
STK32B	STK32
COMMD8	COMMD8
MYCNUT	MYCNUN
SLC4A9	B3A4
CYP2C63P	CYP2CSE3[1]
NPIPA5	NPIPA5
ODF4	CT136
CXCL11	SCYB9B
NECTIN3	DKFZP566B0846
POLR2J	RPB11A
PTPRQ	PTPRQ
MRPL39	L39MT
TUBA3C	TBA3C
IL25	IL25
LRRC2AS1	LUZPP1
PNO1	KHRBP1
CSHL1	MGC149868
CCL2	CCL2
GALR1	GALR1
TRADD	TRADD
MBTPS1	SKI1
C1ORF43	C1ORF43
DCC	IGDCC1
PLOD2	LH2
ERP29	ERP31
BDP1	TAF3B1
FTSJ1	TRMT7
MEGF8	EGFL4
TRIAAT54	TRNAILEAAT54
RCN1	RCN1
CRCP	RPC9
SLC22A20P	FLJ16331
RADIL	RADIL
RNU61012P	RNU61012P
OR5D16	OR5DG
MIR140	HSAMIR140
LINC01572	LINC01572
GNG14	GBG14
IGHD310	IGHD310
KRT86	KRTHB6
KRT18P34	KRT18P34
ZNF385DAS2	ZNF385DAS2
FAM124A	FAM124A
CCDC70	CCD70
TTF2	ZGRF6
LINC01376	LINC01376
RSPH6A	RSPH6A
JAKMIP1	JAKMIP1
SKA2P1	FAM33B
SLC12A2	BSC
AKAP4	CT99
GCM1	GCM1
ZFP1	FLJ34243
FOXB1	FKH5
FAM243A	C21ORF140
MYL4	GT1
TTC3P1	TTC3P1
DNAJC16	DJC16
PRSS3	TRY3
HEATR6	ABC1
CERK	FLJ23239
PRDX2P3	PRDX2P3
ZNF33CP	BA393J16.4
PFN4	PROF4
TRMT13	FLJ10287
COL26A1	EMU2
MAP3K2	MAP3K2
RNU6928P	RNU6928P
MIR548L	HSAMIR548L
KRTAP124	KRTAP124
SF3B3	SF3B130
CD46P1	CD46P1
MIR6852	HSAMIR6852
PSAP	PSAP
ARSK	DKFZP313G1735
MIR1228	HSAMIR1228
TRIM49B	TRIM49B
MIR106A	MIRN106A
MICF	MICF
ZNF638	NP220
TMEM254	TMEM254
MARCHF8	CMIR
MIR4448	HSAMIR4448
MKRN9P	MKRN5
RN7SL285P	RN7SL285P
DCLRE1C	ARTEMIS
EIF3LP1	EIF3LP1
ATG4B	APG4B
IGHV12	V35
TSPYL5	TSYL5
ANKRD36BP1	ANKRD36BP1
RNF19B	FLJ90005
DHTKD1	DHTKD1
SNORD11413	14Q(II13)
MYLK	MLCK1
EIF4ENIF1	4ET
MIR8068	HSAMIR8068
RHOQP1	RHOQP1
OR11H2	OR11H8P
VIM2P	VIMP1
HOMER1	HOMER1B
STOML1	STORP
PHF23	PHF23
TRIM51BP	SPRYD5P1
CIART	CIART
TRBV241	TCRBV15S1
PCDHA5	PCDA5
CAPZA3	CAZA3
BIRC3	CIAP2
FBRS	FLJ11618
LINC00387	LINC00387
MAP3K2	M3K2
RTL6	DJ1033E15.2
ABCC3	MOATD
PAQR8	PAQR8
WFDC10A	WFDC10A
ZNF131	ZNF131
TBATA	FLJ32820
LYPD5	FLJ30469
OTULINL	FLJ11127
LINC00482	C17ORF55
AHI1	JBTS3
CCDC30	CCD30
TOMM5	BA613M10.3
SRGAP2C	SRGAP2C
KRT74	KRT74
SMIM28	SIM28
PLPP4	PPAPDC1A
ZNF32AS1	ZNF32AS1
MIR4481	MIR4481
NET1	NET1
FEZF2	ZFP312
LINC01326	LINC01326
NASP	DKFZP547F162
PPIP5K2	KIAA0433
KIF18BP1	KIF18BP1
RN7SL3	RN7SL631P
GIMAP5	GIMAP5
MRPS15P2	MRPS15P2
NCOR1P1	BB329D4.2
NDUFB7	NDUB7
CYP21A1P	CYP21P
TRKTTT35	TRK1
MTCO1P4	MTCO1P4
IGHD5OR155A	IGHD5/OR155A
ICA1L	ALS2CR15
CHP1	CHP
OBI1AS1	OBI1AS1
BANK1	FLJ20706
CUZD1	CUZD1
CLDN10	OSPL
NUMB	C14ORF41
ZNF584	ZNF584
RFC1	MHCBFB
MITF	BHLHE32
SNORD11523	SNORD11523
KDM4C	GASC1
ITIH3	H3P
H2AC7	HIST1H2AD
PGF	PLGF
FOXD4	FOXD4A
GJA10	CX62
MROH9	MROH9
CD302	CD302
RBPMSAS1	RBPMSAS1
HOMER1	VES1
PPIAP20	PPIAP20
CCDC115	CC115
MIR4727	HSAMIR4727
OTUD7B	OTU7B
PDZD3	PDZK2
MLH1	HNPCC2
PPP1R27	PPR27
TRPCGG13	TRNAP8
RTL5	MART5
UHRF1BP1	URFB1
TBC1D10C	TB10C
SPTY2D1	DKFZP686I068
MRPL28	P15
SERTM2	SRTM2
SNORD11537	HBII5237
RRAGC	GTR2
PRAMEF19	OTTHUMG00000007919
ADAD1	ADAD1
BHLHE40	CLAST5
MIR553	HSAMIR553
OR4R2P	OR4R2P
JMJD7PLA2G4B	H0Y9G9
H3P4	P05
RNU132P	RNU132P
TMEM199	C17ORF32
ADCYAP1	PACAP
NUDCD2	NUDCD2
GGT6	GGT6
PHF8	JHDM1F
CCDC194	CC194
RAB3IP	RAB3I
ABCA8	ABCA8
NSMCE3	NDNL2
COL7A1	EBD1
IL1R1AS1	AC007271.3
PTTG3P	PTTG3P
GABPAP	E4TF1B
FRA8E	FRA8E
NCOA4	ELE1
FOXP1	FOXP1
KCNQ5AS1	KCNQ5AS1
NMTRQTTG41	TRNAQ42P
WFDC10A	WAP10
MIR1179	HSAMIR1179
RNU6663P	RNU6663P
TRSUPTTA21	TRNASUP2
RNU112P	RNU112P
OC90	OC90
RHOBTB1	KIAA0740
TSNARE1	TSNARE1
PDIA6	ERP5
TRUB2	TRUB2
IRX6	IRX7
AKAP13	CLBC
MORN4	RTP
GABRA3	GABRA3
IKZF2	HELIOS
FGR	CFGR
PITPNM1	RD9
CRYBB1	CRYBB1
TRAF3IP2AS1	TRAF3IP2AS2
B3GALT5	B3T5
RBM22	ZC3H16
MS4A3	MS4A3
SNORD11431	14Q(II31)
LINC01973	LINC01973
CYP2C9	CYP2C9
OR2B6	DJ408B20.2
ADH5P4	BA707M13.2
PCBD2	PHS2
COX7A2L	SIG81
DEFB118	C20ORF63
H2AC10P	H2AFKP
MIPOL1	CCDC193
MIR1298	HSAMIR1298
TMEM63B	TMEM63B
SLC5A5	NIS
ZNF320	ZN320
GYG2	GN2
FIBIN	MGC24932
PTGDR	PD2R
LRRC53	LRC53
HTR2B	5HT(2B)
TRIM60P4Y	TRIM60PY4
WDFY2	WDFY2
RNU6610P	RNU6610P
RERGIT1	RERGIT1
MAP2K4	JNKK1
SLC6A13	GAT2
RNU6521P	RNU6521P
DENND6B	DENND6B
TXNDC8	TRX6
APOBEC2	ARP1
TPTE2P3	TPTE2P3
ZNF396	ZSCAN14
FAM204BP	FAM204BP
TCTN2	MKS8
RPL31P2	DJ553F4.5
NOP2	NOP120
PXDNL	PXDNL
VPS37A	HCRP1
MIR68621	HSAMIR68621
FRG2	FRG2
MPHOSPH9	MPHOSPH9
DPH5	CGI30
RN7SL665P	RN7SL665P
PNOC	N/OFQ
SNORA36A	ACA36
ITPK1AS1	ITPK1AS1
GLOD4	CGI150
HS3ST3B1	HS3ST3B1
SNORD123	SNORD123
CNMD	CHMI
PRDX2	PRP
HRK	HRK
LPPAS1	LPPAS1
APOE	AD2
SNORD11620	HBII8520
MIR616	MIRN616
NYNRIN	FLJ11811
RSPH10B	RSPH10B
RNF152	FLJ39176
DUOX1	DUOX1
ELOCP3	DJ254P11.1
ZNF849P	ZNF849P
VWA5A	BCSC1
OR2AT4	OR2AT4
TTC30A	TT30A
LINC01556	LINC01556
AFDNDT	AFDNDT
FBXO27	FBX27
MED24	THRAP4
NLRP9P1	NLRP9P
RAB31	RAB22B
RNA5SP67	RNA5SP67
CD300E	IREM2
C1ORF109	FLJ20508
SH2D7	SH2D7
RNU6464P	RNU6464P
SMDT1	C22ORF32
SBF1P1	SBF1P1
ACADSB	ACADSB
RPL23AP79	RPL23AP79
ALG14	ALG14
PIP5K1C	LCCS3
RNF149	FLJ90504
SVIL2P	SVILP1
MIR7843	HSAMIR7843
CRSP5	CRSP5
PPP1R14C	CPI17LIKE
TRAP1	HSP75
LRRC77P	LINC01330
PLAA	PLAP
ANO1	DOG1
CES1	CES1A1
SCIN	ADSV
RNU6999P	RNU6999P
TRAV11	TCRAV7S1
CTAG1A	ESO1
XIAP	API3
MAGEB10	FLJ32965
NT5E	NT5
TMCO4	DKFZP686C23231
IL1RAP	IL1R3
PROCR	EPCR
MIR7112	MIR71122
SPANXN5	SPXN5
BATF3	JDP1
SUV39H2	FLJ23414
LY9	CD229
CELF2	NAPOR2
P2RX4	P2RX4
CMTR1	KIAA0082
ASS1P13	ASS1P13
FOXN2	FOXN2
LRRFIP1	TRIP
SDC4	AMPHIGLYCAN
PPIL1	PPIL1
PGPEP1	PGPI
EFL1P1	EFL1P1
SAMD4B	SMAG2
PNPLA7	PLPL7
PUDPP3	HDHD1DP
FBXO17	FLJ25205
CTDSPL	PSR1
TRIM51	TRIM51A
MIR4643	MIR4643
CNIH1	TGAM77
CHRM2	ACM2
USHBP1	FLJ38709
B4GALT4AS1	B4GALT4AS1
RN7SL640P	RN7SL640P
SNORC	SNORC
CLPS	CLPS
ARAP2	PARX
VN2R6P	VN2R6P
PKM	PK3
ATG4AP1	ATG4AP1
ILF2P2	ILF2P2
ESYT1	KIAA0747
MAGEA1	MAGE1
KLF6	KLF6
LINC01512	LINC01512
ZNF483	ZKSCAN16
TCEA3	TFIIS.H
RD3	LCA12
HACL1	HACL1
DUSP13	DUSP13
SEC63P2	SEC63P2
PIRC53	PIRC53
OR51E1	OR52A3P
TRIM49D1	TRIM49DP
ZMAT3	PAG608
H3C14	H3/M
DNM1P28	DNM1P28
PHKA2	KPB2
RNASEH2A	AGS4
BAGE	CT2.1
PPM1AP1	PPM1AP1
RNU61261P	RNU61261P
PPIAP51	PPIAP51
TATDN1P1	TATDN1P1
NONOP1	NONOP1
DNM1P17	DNM1P17
HMGN1	FLJ27265
PLA2G4E	FLJ45651
MIR4662A	HSAMIR4662A
BECN2	BECN1P1
TRIAAT52	TRNAI20
PTDSS2	PSS2
RPLP0P1	RPLP0P1
CPQ	CPQ
RPS12P17	RPS12P17
DHX32	DHLP1
ZNRF4	RNF204
LINC01567	LOCCS
NAT8B	NAT8BP
RPL13	BBC1
GPATCH1	GPATC1
GRIK1AS1	NCRNA00110
SNRPD3	SNRPD3
TRAJ43	TRAJ43
KRTAP151	KR151
GAPDHP52	GAPDHP52
SNX18P14	SNX18P14
HIKESHI	HIKES
ANKRD12	ANR12
OR7E155P	OR7E155P
SLC52A2	RFVT2
RNVU11	RNVU11
VTRNA12	HVG2
ERVW19	ERVW19
RNA5S13	RNA5S13
MIR46792	HSAMIR46792
MS4A10	M4A10
SERPINA1	A1AT
SRSF6	B52
AGTR1	AGTR1
PLGRKT	PLRKT
H4C8	H4FH
RNU155P	RNU155P
RNY4P2	RNY4P2
CMTM7	CKLF7
FOXL2NB	FOXNB
TRKTTT31	TRNAK16
SERPINB9	CAP3
LILRB2	CD85D
SFTPD	COLEC7
S100A16	S100A16
SNRNP35	U1SBP
SEC31A	ABP130
AIFM1	PDCD8
GTF2IP23	GTF2IP23
TRAV22	TRAV22
NDUFA8	NDUA8
GPN1	ATPBD1A
KRTAP46	KAP4.6
MTCYBP34	MTCYBP34
EXOSC5	RRP46P
TMEM74B	C20ORF46
MARK2P14	MARK2P14
RNU61264P	RNU61264P
CDC20	CDC20
EDN2	ET2
IL22	ILTIF
KCNQ1DN	HSA404617
ATG4B	AUTL1
TRAF7	MGC7807
MIS12	HMIS12
SLC38A1	S38A1
MTATP6P3	MTATP6P3
RPA3	RFA3
VANGL1	VANG1
IMMT	HMP
TMEM62	TMM62
LRBA	BGL
POC1B	FLJ14923
NUP210P1	NUP210P1
MIR378D2	MIR378D2
MIR489	HSAMIR489
SNORD11613	SNORD11613
CARMN	MIR143HG
C5ORF30	CE030
MIR3911	MIR3911
TRQCTG21	TRNAGLNCTG21
FTLP5	FTLP5
TRFGAA11	TRNAPHEGAA11
PSD2AS1	PSD2AS1
ZBTB20	ODA8S
AGFG1	HRB
GMDS	GMD
LRRC37A14P	LRRC37A14P
STAB1	STAB1
RFLNA	FLJ44614
NDFIP1	N4WBP5
RN7SL88P	RN7SL88P
RN7SL538P	RN7SL538P
CNGA4	OCNCB
BUD31	EDG2
CATSPERD	TMEM146
INF2	MGC13251
MTCYBP41	MTCYBP41
NFATC2	NFATP
CLCF1	BSF3
MAGI1	WWP3
GSTA7P	GSTAP2
FHL5	FLJ33049
EP400	KIAA1498
DDX39BP1	BAT1P1
ZNF451	COASTER
UBE2A	HHR6A
TDRD9	DKFZP434N0820
RPL23AP26	RPL23AP26
CFAP126	CFAP126
MRRF	MRRF
CDCA2	PPP1R81
RPL18AP7	RPL18AP7
ANAPC2	KIAA1406
EPHX3	ABHD9
QRICH1	ABDIP
LINC01966	LINC01966
C10ORF120	CJ120
CACNB3	CACNLB3
LURAP1LAS1	LURAP1LAS1
RAB4BEGLN2	RERTLNCRNA
MRAS	RRAS3
MIR8064	HSAMIR8064
TRAF1	EBI6
RPL7P36	RPL7P36
UNKL	UNKL
GJA1	CX43
GTF2F2	BTF4
SMIM20	C4ORF52
CELF4	BRUNOL4
MAPRE1P1	MAPRE1P
STX2	STX2
OR1F12	OR1F12
RNU6406P	RNU6406P
RNU6388P	RNU6388P
PATE4	FLJ41047
APTX	AOA1
DNAAF3	DNAAF3
RPS15AP34	RPS15AP34
RNA5SP257	RNA5SP257
ALOX12P1	ALOX12P1
C21ORF62AS1	C21ORF62AS1
OPN3	OPN3
EGLN3AS1	EGLN3AS1
GRIA4	GLURD
ALK	CD246
STOX1	STOX1
PYY2	PYY2
HNRNPD	AUF1
SLTM	SLTM
NDUFA10	CI42K
FAM9B	FAM9B
CENPJ	LAP
CTDSPL	SCP3
MID1IP1	STRAIT11499
GOLGA2P4	GOLGA2P4
TAF13P1	TAF13P1
HNRNPA3P6	HNRNPA3P6
ZNF830	ZN830
PEPB	PEPB
OR7E53P	OR7E132P
MIR6511A1	HSAMIR6511A1
NKX21	BCH
ADRA1D	ADA1D
RSC1A1	RSCA1
CADM1	ST17
PGAM1	PGAMB
PRAMENP	PRAMEL
PI16	DJ90K10.5
NEK10	FLJ32685
DBNDD2	C20ORF35
RPL13P10	RPL13P10
TMEM259	ASBABP1
MTCL1P1	MTCL1P1
TMEM161B	MGC33214
NEK4P1	NEK4P1
LGMN	PRSC1
TRSAGA25	TRNAS20
AQP7	AQP7
IGLVVII411	IGLV(VII)411
CLDN17	CLD17
C11ORF80	C11ORF80
ST7	ETS7Q
MIR377	MIR377
HLADPA2	HLADPA2
PDZRN3	SEMACAP3
CD46P1	CD46P
CELIAC2	CD
CCDC106	HSU79303
ALAD	PBGS
SKINT1L	BTN12
CCDC183	BA216L13.7
LSM12P1	LSM12P
RPL34P11	RPL34P11
FANCE	FACE
FRA11H	FRA11H
LINC01609	LINC01609
LYARP1	LYARP1
OR2H5P	OR2H5
METTL4	HST661
CHKBDT	CHKBDT
MIR5705	MIR5705
C9ORF72	DENNL72
F8	FA8
PXDC1	C6ORF145
SEC23IP	S23IP
SARDH	DMGDHL1
STRIP1	STRP1
LAMA2	LAMA2
PIANP	PANP
HMGN2P22	HMGN2P22
MYL9	MRLC1
SMIM23	C5ORF50
DNAJC3	DNAJC3
ACTL10	ACTL10
TRCGCA61	TRNACYSGCA61
A2MAS1	A2MAS1
GIPC1	GLUT1CBP
LINC00454	LINC00454
PLA2G6	IPLA2BETA
TRAAGC101	TRNAA18
TBC1D10A	TB10A
PSMA5	ZETA
PPP2R5B	2A5B
RANGAP1	KIAA1835
MKRN6P	MKRNP2
CCM2L	DJ310O13.5
LBHD1	LBHD1
WBP1LP1	WBP1LP1
PIGZ	MGC52163
RN7SL735P	RN7SL735P
ZNF292	BA393I2.3
ZNF770	FLJ20582
SLC23A3	SLC23A3
MIR6068	HSAMIR6068
TRIM15	ZNFB7
RNY4P1	RNY4P1
LHFPL3AS1	LHFPL3AS1
MTMR12	MTMRC
RSAD1	FLJ11164
TDGF1	CRIPTO1
ANKH	SLC62A1
MIR6769B	HSAMIR6769B
MRPS33P4	MRPS33P4
LINC02350	LINC02350
PSIP1	P75
HMGN2P16	HMGN2L
OLFM3	OLFM3
TLE5	AES
